bitrate,framerate,width,height,latency,throughput,packetloss,vr_exp,gaming_freq,SI,TI,pred
25,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
26,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
27,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
28,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
29,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
30,72,2880,1568,384,30,0,0,3,48.04,40.5,1.04
2,72,2880,1568,384,30,0,0,3,45.27,37.92,2.89
3,72,2880,1568,384,30,0,0,3,45.27,37.92,2.89
4,72,2880,1568,384,30,0,0,3,45.27,37.92,2.89
5,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
6,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
7,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
8,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
9,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
10,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
11,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
12,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
13,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
14,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
15,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
16,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
17,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
18,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
19,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
20,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
21,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
22,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
23,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
24,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
25,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
26,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
27,72,2880,1568,384,30,0,0,3,45.27,37.92,2.91
28,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
29,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
30,72,2880,1568,384,30,0,0,3,45.27,37.92,2.9
2,72,2880,1568,384,30,0,1,1,35.72,24.41,2.83
3,72,2880,1568,384,30,0,1,1,35.72,24.41,2.83
4,72,2880,1568,384,30,0,1,1,35.72,24.41,2.83
5,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
6,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
7,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
8,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
9,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
10,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
11,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
12,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
13,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
14,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
15,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
16,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
17,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
18,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
19,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
20,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
21,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
22,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
23,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
24,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
25,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
26,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
27,72,2880,1568,384,30,0,1,1,35.72,24.41,2.85
28,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
29,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
30,72,2880,1568,384,30,0,1,1,35.72,24.41,2.84
2,72,2880,1568,384,30,0,1,1,48.04,40.5,1.07
3,72,2880,1568,384,30,0,1,1,48.04,40.5,1.07
4,72,2880,1568,384,30,0,1,1,48.04,40.5,1.07
5,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
6,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
7,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
8,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
9,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
10,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
11,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
12,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
13,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
14,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
15,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
16,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
17,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
18,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
19,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
20,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
21,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
22,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
23,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
24,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
25,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
26,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
27,72,2880,1568,384,30,0,1,1,48.04,40.5,1.05
28,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
29,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
30,72,2880,1568,384,30,0,1,1,48.04,40.5,1.06
2,72,2880,1568,384,30,0,1,1,45.27,37.92,2.87
3,72,2880,1568,384,30,0,1,1,45.27,37.92,2.87
4,72,2880,1568,384,30,0,1,1,45.27,37.92,2.87
5,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
6,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
7,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
8,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
9,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
10,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
11,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
12,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
13,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
14,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
15,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
16,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
17,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
18,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
19,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
20,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
21,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
22,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
23,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
24,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
25,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
26,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
27,72,2880,1568,384,30,0,1,1,45.27,37.92,2.89
28,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
29,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
30,72,2880,1568,384,30,0,1,1,45.27,37.92,2.88
2,72,2880,1568,384,30,0,1,2,35.72,24.41,2.76
3,72,2880,1568,384,30,0,1,2,35.72,24.41,2.76
4,72,2880,1568,384,30,0,1,2,35.72,24.41,2.77
5,72,2880,1568,384,30,0,1,2,35.72,24.41,2.77
6,72,2880,1568,384,30,0,1,2,35.72,24.41,2.77
7,72,2880,1568,384,30,0,1,2,35.72,24.41,2.78
8,72,2880,1568,384,30,0,1,2,35.72,24.41,2.78
9,72,2880,1568,384,30,0,1,2,35.72,24.41,2.78
10,72,2880,1568,384,30,0,1,2,35.72,24.41,2.78
11,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
12,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
13,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
14,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
15,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
16,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
17,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
18,72,2880,1568,384,30,0,1,2,35.72,24.41,2.8
19,72,2880,1568,384,30,0,1,2,35.72,24.41,2.8
20,72,2880,1568,384,30,0,1,2,35.72,24.41,2.8
21,72,2880,1568,384,30,0,1,2,35.72,24.41,2.8
22,72,2880,1568,384,30,0,1,2,35.72,24.41,2.8
23,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
24,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
25,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
26,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
27,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
28,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
29,72,2880,1568,384,30,0,1,2,35.72,24.41,2.79
30,72,2880,1568,384,30,0,1,2,35.72,24.41,2.78
2,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
3,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
4,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
5,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
6,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
7,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
8,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
9,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
10,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
11,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
12,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
13,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
14,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
15,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
16,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
17,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
18,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
19,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
20,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
21,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
22,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
23,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
24,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
25,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
26,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
27,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
28,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
29,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
30,72,2880,1568,384,30,0,1,2,48.04,40.5,1.03
2,72,2880,1568,384,30,0,1,2,45.27,37.92,2.79
3,72,2880,1568,384,30,0,1,2,45.27,37.92,2.79
4,72,2880,1568,384,30,0,1,2,45.27,37.92,2.79
5,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
6,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
7,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
8,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
9,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
10,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
11,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
12,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
13,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
14,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
15,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
16,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
17,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
18,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
19,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
20,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
21,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
22,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
23,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
24,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
25,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
26,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
27,72,2880,1568,384,30,0,1,2,45.27,37.92,2.81
28,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
29,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
30,72,2880,1568,384,30,0,1,2,45.27,37.92,2.8
2,72,2880,1568,384,30,0,1,3,35.72,24.41,3.0
3,72,2880,1568,384,30,0,1,3,35.72,24.41,3.0
4,72,2880,1568,384,30,0,1,3,35.72,24.41,3.0
5,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
6,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
7,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
8,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
9,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
10,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
11,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
12,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
13,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
14,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
15,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
16,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
17,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
18,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
19,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
20,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
21,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
22,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
23,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
24,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
25,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
26,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
27,72,2880,1568,384,30,0,1,3,35.72,24.41,3.02
28,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
29,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
30,72,2880,1568,384,30,0,1,3,35.72,24.41,3.01
2,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
3,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
4,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
5,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
6,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
7,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
8,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
9,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
10,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
11,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
12,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
13,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
14,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
15,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
16,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
17,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
18,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
19,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
20,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
21,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
22,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
23,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
24,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
25,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
26,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
27,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
28,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
29,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
30,72,2880,1568,384,30,0,1,3,48.04,40.5,1.04
2,72,2880,1568,384,30,0,1,3,45.27,37.92,2.86
3,72,2880,1568,384,30,0,1,3,45.27,37.92,2.86
4,72,2880,1568,384,30,0,1,3,45.27,37.92,2.87
5,72,2880,1568,384,30,0,1,3,45.27,37.92,2.87
6,72,2880,1568,384,30,0,1,3,45.27,37.92,2.87
7,72,2880,1568,384,30,0,1,3,45.27,37.92,2.88
8,72,2880,1568,384,30,0,1,3,45.27,37.92,2.88
9,72,2880,1568,384,30,0,1,3,45.27,37.92,2.88
10,72,2880,1568,384,30,0,1,3,45.27,37.92,2.88
11,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
12,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
13,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
14,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
15,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
16,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
17,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
18,72,2880,1568,384,30,0,1,3,45.27,37.92,2.9
19,72,2880,1568,384,30,0,1,3,45.27,37.92,2.9
20,72,2880,1568,384,30,0,1,3,45.27,37.92,2.9
21,72,2880,1568,384,30,0,1,3,45.27,37.92,2.9
22,72,2880,1568,384,30,0,1,3,45.27,37.92,2.9
23,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
24,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
25,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
26,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
27,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
28,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
29,72,2880,1568,384,30,0,1,3,45.27,37.92,2.89
30,72,2880,1568,384,30,0,1,3,45.27,37.92,2.88
2,72,2880,1568,384,36,0,0,1,35.72,24.41,2.3
3,72,2880,1568,384,36,0,0,1,35.72,24.41,2.3
4,72,2880,1568,384,36,0,0,1,35.72,24.41,2.3
5,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
6,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
7,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
8,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
9,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
10,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
11,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
12,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
13,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
14,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
15,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
16,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
17,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
18,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
19,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
20,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
21,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
22,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
23,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
24,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
25,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
26,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
27,72,2880,1568,384,36,0,0,1,35.72,24.41,2.32
28,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
29,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
30,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
31,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
32,72,2880,1568,384,36,0,0,1,35.72,24.41,2.31
2,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
3,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
4,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
5,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
6,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
7,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
8,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
9,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
10,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
11,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
12,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
13,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
14,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
15,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
16,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
17,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
18,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
19,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
20,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
21,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
22,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
23,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
24,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
25,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
26,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
27,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
28,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
29,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
30,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
31,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
32,72,2880,1568,384,36,0,0,1,48.04,40.5,1.18
2,72,2880,1568,384,36,0,0,1,45.27,37.92,2.37
3,72,2880,1568,384,36,0,0,1,45.27,37.92,2.37
4,72,2880,1568,384,36,0,0,1,45.27,37.92,2.37
5,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
6,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
7,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
8,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
9,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
10,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
11,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
12,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
13,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
14,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
15,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
16,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
17,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
18,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
19,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
20,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
21,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
22,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
23,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
24,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
25,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
26,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
27,72,2880,1568,384,36,0,0,1,45.27,37.92,2.39
28,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
29,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
30,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
31,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
32,72,2880,1568,384,36,0,0,1,45.27,37.92,2.38
2,72,2880,1568,384,36,0,0,2,35.72,24.41,2.29
3,72,2880,1568,384,36,0,0,2,35.72,24.41,2.29
4,72,2880,1568,384,36,0,0,2,35.72,24.41,2.3
5,72,2880,1568,384,36,0,0,2,35.72,24.41,2.3
6,72,2880,1568,384,36,0,0,2,35.72,24.41,2.3
7,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
8,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
9,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
10,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
11,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
12,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
13,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
14,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
15,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
16,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
17,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
18,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
19,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
20,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
21,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
22,72,2880,1568,384,36,0,0,2,35.72,24.41,2.33
23,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
24,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
25,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
26,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
27,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
28,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
29,72,2880,1568,384,36,0,0,2,35.72,24.41,2.32
30,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
31,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
32,72,2880,1568,384,36,0,0,2,35.72,24.41,2.31
2,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
3,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
4,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
5,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
6,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
7,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
8,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
9,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
10,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
11,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
12,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
13,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
14,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
15,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
16,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
17,72,2880,1568,384,36,0,0,2,48.04,40.5,1.15
