bitrate,framerate,width,height,latency,throughput,packetloss,vr_exp,gaming_freq,SI,TI,pred
19,72,2880,1568,149,26,0,0,3,35.72,24.41,3.96
20,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
21,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
22,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
23,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
24,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
25,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
26,72,2880,1568,149,26,0,0,3,35.72,24.41,3.97
2,72,2880,1568,149,26,0,0,3,48.04,40.5,3.76
3,72,2880,1568,149,26,0,0,3,48.04,40.5,3.76
4,72,2880,1568,149,26,0,0,3,48.04,40.5,3.77
5,72,2880,1568,149,26,0,0,3,48.04,40.5,3.77
6,72,2880,1568,149,26,0,0,3,48.04,40.5,3.77
7,72,2880,1568,149,26,0,0,3,48.04,40.5,3.78
8,72,2880,1568,149,26,0,0,3,48.04,40.5,3.78
9,72,2880,1568,149,26,0,0,3,48.04,40.5,3.78
10,72,2880,1568,149,26,0,0,3,48.04,40.5,3.79
11,72,2880,1568,149,26,0,0,3,48.04,40.5,3.79
12,72,2880,1568,149,26,0,0,3,48.04,40.5,3.79
13,72,2880,1568,149,26,0,0,3,48.04,40.5,3.79
14,72,2880,1568,149,26,0,0,3,48.04,40.5,3.8
15,72,2880,1568,149,26,0,0,3,48.04,40.5,3.8
16,72,2880,1568,149,26,0,0,3,48.04,40.5,3.8
17,72,2880,1568,149,26,0,0,3,48.04,40.5,3.8
18,72,2880,1568,149,26,0,0,3,48.04,40.5,3.8
19,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
20,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
21,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
22,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
23,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
24,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
25,72,2880,1568,149,26,0,0,3,48.04,40.5,3.81
26,72,2880,1568,149,26,0,0,3,48.04,40.5,3.82
2,72,2880,1568,149,26,0,0,3,45.27,37.92,3.8
3,72,2880,1568,149,26,0,0,3,45.27,37.92,3.81
4,72,2880,1568,149,26,0,0,3,45.27,37.92,3.81
5,72,2880,1568,149,26,0,0,3,45.27,37.92,3.82
6,72,2880,1568,149,26,0,0,3,45.27,37.92,3.83
7,72,2880,1568,149,26,0,0,3,45.27,37.92,3.83
8,72,2880,1568,149,26,0,0,3,45.27,37.92,3.84
9,72,2880,1568,149,26,0,0,3,45.27,37.92,3.85
10,72,2880,1568,149,26,0,0,3,45.27,37.92,3.85
11,72,2880,1568,149,26,0,0,3,45.27,37.92,3.86
12,72,2880,1568,149,26,0,0,3,45.27,37.92,3.86
13,72,2880,1568,149,26,0,0,3,45.27,37.92,3.86
14,72,2880,1568,149,26,0,0,3,45.27,37.92,3.87
15,72,2880,1568,149,26,0,0,3,45.27,37.92,3.87
16,72,2880,1568,149,26,0,0,3,45.27,37.92,3.87
17,72,2880,1568,149,26,0,0,3,45.27,37.92,3.88
18,72,2880,1568,149,26,0,0,3,45.27,37.92,3.88
19,72,2880,1568,149,26,0,0,3,45.27,37.92,3.88
20,72,2880,1568,149,26,0,0,3,45.27,37.92,3.88
21,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
22,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
23,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
24,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
25,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
26,72,2880,1568,149,26,0,0,3,45.27,37.92,3.89
2,72,2880,1568,149,26,0,1,1,35.72,24.41,3.67
3,72,2880,1568,149,26,0,1,1,35.72,24.41,3.68
4,72,2880,1568,149,26,0,1,1,35.72,24.41,3.68
5,72,2880,1568,149,26,0,1,1,35.72,24.41,3.69
6,72,2880,1568,149,26,0,1,1,35.72,24.41,3.69
7,72,2880,1568,149,26,0,1,1,35.72,24.41,3.7
8,72,2880,1568,149,26,0,1,1,35.72,24.41,3.7
9,72,2880,1568,149,26,0,1,1,35.72,24.41,3.7
10,72,2880,1568,149,26,0,1,1,35.72,24.41,3.71
11,72,2880,1568,149,26,0,1,1,35.72,24.41,3.71
12,72,2880,1568,149,26,0,1,1,35.72,24.41,3.71
13,72,2880,1568,149,26,0,1,1,35.72,24.41,3.72
14,72,2880,1568,149,26,0,1,1,35.72,24.41,3.72
15,72,2880,1568,149,26,0,1,1,35.72,24.41,3.72
16,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
17,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
18,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
19,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
20,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
21,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
22,72,2880,1568,149,26,0,1,1,35.72,24.41,3.73
23,72,2880,1568,149,26,0,1,1,35.72,24.41,3.74
24,72,2880,1568,149,26,0,1,1,35.72,24.41,3.74
25,72,2880,1568,149,26,0,1,1,35.72,24.41,3.74
26,72,2880,1568,149,26,0,1,1,35.72,24.41,3.74
2,72,2880,1568,149,26,0,1,1,48.04,40.5,3.37
3,72,2880,1568,149,26,0,1,1,48.04,40.5,3.37
4,72,2880,1568,149,26,0,1,1,48.04,40.5,3.37
5,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
6,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
7,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
8,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
9,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
10,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
11,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
12,72,2880,1568,149,26,0,1,1,48.04,40.5,3.38
13,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
14,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
15,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
16,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
17,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
18,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
19,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
20,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
21,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
22,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
23,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
24,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
25,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
26,72,2880,1568,149,26,0,1,1,48.04,40.5,3.39
2,72,2880,1568,149,26,0,1,1,45.27,37.92,3.53
3,72,2880,1568,149,26,0,1,1,45.27,37.92,3.54
4,72,2880,1568,149,26,0,1,1,45.27,37.92,3.54
5,72,2880,1568,149,26,0,1,1,45.27,37.92,3.55
6,72,2880,1568,149,26,0,1,1,45.27,37.92,3.55
7,72,2880,1568,149,26,0,1,1,45.27,37.92,3.56
8,72,2880,1568,149,26,0,1,1,45.27,37.92,3.56
9,72,2880,1568,149,26,0,1,1,45.27,37.92,3.56
10,72,2880,1568,149,26,0,1,1,45.27,37.92,3.57
11,72,2880,1568,149,26,0,1,1,45.27,37.92,3.57
12,72,2880,1568,149,26,0,1,1,45.27,37.92,3.58
13,72,2880,1568,149,26,0,1,1,45.27,37.92,3.58
14,72,2880,1568,149,26,0,1,1,45.27,37.92,3.58
15,72,2880,1568,149,26,0,1,1,45.27,37.92,3.58
16,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
17,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
18,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
19,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
20,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
21,72,2880,1568,149,26,0,1,1,45.27,37.92,3.59
22,72,2880,1568,149,26,0,1,1,45.27,37.92,3.6
23,72,2880,1568,149,26,0,1,1,45.27,37.92,3.6
24,72,2880,1568,149,26,0,1,1,45.27,37.92,3.6
25,72,2880,1568,149,26,0,1,1,45.27,37.92,3.6
26,72,2880,1568,149,26,0,1,1,45.27,37.92,3.6
2,72,2880,1568,149,26,0,1,2,35.72,24.41,3.65
3,72,2880,1568,149,26,0,1,2,35.72,24.41,3.66
4,72,2880,1568,149,26,0,1,2,35.72,24.41,3.66
5,72,2880,1568,149,26,0,1,2,35.72,24.41,3.67
6,72,2880,1568,149,26,0,1,2,35.72,24.41,3.67
7,72,2880,1568,149,26,0,1,2,35.72,24.41,3.68
8,72,2880,1568,149,26,0,1,2,35.72,24.41,3.68
9,72,2880,1568,149,26,0,1,2,35.72,24.41,3.68
10,72,2880,1568,149,26,0,1,2,35.72,24.41,3.69
11,72,2880,1568,149,26,0,1,2,35.72,24.41,3.69
12,72,2880,1568,149,26,0,1,2,35.72,24.41,3.69
13,72,2880,1568,149,26,0,1,2,35.72,24.41,3.7
14,72,2880,1568,149,26,0,1,2,35.72,24.41,3.7
15,72,2880,1568,149,26,0,1,2,35.72,24.41,3.7
16,72,2880,1568,149,26,0,1,2,35.72,24.41,3.7
17,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
18,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
19,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
20,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
21,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
22,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
23,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
24,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
25,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
26,72,2880,1568,149,26,0,1,2,35.72,24.41,3.71
2,72,2880,1568,149,26,0,1,2,48.04,40.5,3.38
3,72,2880,1568,149,26,0,1,2,48.04,40.5,3.38
4,72,2880,1568,149,26,0,1,2,48.04,40.5,3.39
5,72,2880,1568,149,26,0,1,2,48.04,40.5,3.39
6,72,2880,1568,149,26,0,1,2,48.04,40.5,3.39
7,72,2880,1568,149,26,0,1,2,48.04,40.5,3.4
8,72,2880,1568,149,26,0,1,2,48.04,40.5,3.4
9,72,2880,1568,149,26,0,1,2,48.04,40.5,3.4
10,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
11,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
12,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
13,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
14,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
15,72,2880,1568,149,26,0,1,2,48.04,40.5,3.41
16,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
17,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
18,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
19,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
20,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
21,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
22,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
23,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
24,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
25,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
26,72,2880,1568,149,26,0,1,2,48.04,40.5,3.42
2,72,2880,1568,149,26,0,1,2,45.27,37.92,3.51
3,72,2880,1568,149,26,0,1,2,45.27,37.92,3.52
4,72,2880,1568,149,26,0,1,2,45.27,37.92,3.52
5,72,2880,1568,149,26,0,1,2,45.27,37.92,3.53
6,72,2880,1568,149,26,0,1,2,45.27,37.92,3.53
7,72,2880,1568,149,26,0,1,2,45.27,37.92,3.54
8,72,2880,1568,149,26,0,1,2,45.27,37.92,3.54
9,72,2880,1568,149,26,0,1,2,45.27,37.92,3.54
10,72,2880,1568,149,26,0,1,2,45.27,37.92,3.55
11,72,2880,1568,149,26,0,1,2,45.27,37.92,3.55
12,72,2880,1568,149,26,0,1,2,45.27,37.92,3.55
13,72,2880,1568,149,26,0,1,2,45.27,37.92,3.56
14,72,2880,1568,149,26,0,1,2,45.27,37.92,3.56
15,72,2880,1568,149,26,0,1,2,45.27,37.92,3.56
16,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
17,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
18,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
19,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
20,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
21,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
22,72,2880,1568,149,26,0,1,2,45.27,37.92,3.57
23,72,2880,1568,149,26,0,1,2,45.27,37.92,3.58
24,72,2880,1568,149,26,0,1,2,45.27,37.92,3.58
25,72,2880,1568,149,26,0,1,2,45.27,37.92,3.58
26,72,2880,1568,149,26,0,1,2,45.27,37.92,3.58
2,72,2880,1568,149,26,0,1,3,35.72,24.41,3.86
3,72,2880,1568,149,26,0,1,3,35.72,24.41,3.87
4,72,2880,1568,149,26,0,1,3,35.72,24.41,3.87
5,72,2880,1568,149,26,0,1,3,35.72,24.41,3.88
6,72,2880,1568,149,26,0,1,3,35.72,24.41,3.89
7,72,2880,1568,149,26,0,1,3,35.72,24.41,3.89
8,72,2880,1568,149,26,0,1,3,35.72,24.41,3.9
9,72,2880,1568,149,26,0,1,3,35.72,24.41,3.91
10,72,2880,1568,149,26,0,1,3,35.72,24.41,3.91
11,72,2880,1568,149,26,0,1,3,35.72,24.41,3.92
12,72,2880,1568,149,26,0,1,3,35.72,24.41,3.92
13,72,2880,1568,149,26,0,1,3,35.72,24.41,3.92
14,72,2880,1568,149,26,0,1,3,35.72,24.41,3.93
15,72,2880,1568,149,26,0,1,3,35.72,24.41,3.93
16,72,2880,1568,149,26,0,1,3,35.72,24.41,3.94
17,72,2880,1568,149,26,0,1,3,35.72,24.41,3.94
18,72,2880,1568,149,26,0,1,3,35.72,24.41,3.94
19,72,2880,1568,149,26,0,1,3,35.72,24.41,3.94
20,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
21,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
22,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
23,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
24,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
25,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
26,72,2880,1568,149,26,0,1,3,35.72,24.41,3.95
2,72,2880,1568,149,26,0,1,3,48.04,40.5,3.73
3,72,2880,1568,149,26,0,1,3,48.04,40.5,3.73
4,72,2880,1568,149,26,0,1,3,48.04,40.5,3.74
5,72,2880,1568,149,26,0,1,3,48.04,40.5,3.74
6,72,2880,1568,149,26,0,1,3,48.04,40.5,3.74
7,72,2880,1568,149,26,0,1,3,48.04,40.5,3.75
8,72,2880,1568,149,26,0,1,3,48.04,40.5,3.75
9,72,2880,1568,149,26,0,1,3,48.04,40.5,3.75
10,72,2880,1568,149,26,0,1,3,48.04,40.5,3.76
11,72,2880,1568,149,26,0,1,3,48.04,40.5,3.76
12,72,2880,1568,149,26,0,1,3,48.04,40.5,3.76
13,72,2880,1568,149,26,0,1,3,48.04,40.5,3.76
14,72,2880,1568,149,26,0,1,3,48.04,40.5,3.77
15,72,2880,1568,149,26,0,1,3,48.04,40.5,3.77
16,72,2880,1568,149,26,0,1,3,48.04,40.5,3.77
17,72,2880,1568,149,26,0,1,3,48.04,40.5,3.77
18,72,2880,1568,149,26,0,1,3,48.04,40.5,3.77
19,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
20,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
21,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
22,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
23,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
24,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
25,72,2880,1568,149,26,0,1,3,48.04,40.5,3.78
26,72,2880,1568,149,26,0,1,3,48.04,40.5,3.79
2,72,2880,1568,149,26,0,1,3,45.27,37.92,3.79
3,72,2880,1568,149,26,0,1,3,45.27,37.92,3.8
4,72,2880,1568,149,26,0,1,3,45.27,37.92,3.8
5,72,2880,1568,149,26,0,1,3,45.27,37.92,3.81
6,72,2880,1568,149,26,0,1,3,45.27,37.92,3.81
7,72,2880,1568,149,26,0,1,3,45.27,37.92,3.82
8,72,2880,1568,149,26,0,1,3,45.27,37.92,3.82
9,72,2880,1568,149,26,0,1,3,45.27,37.92,3.82
10,72,2880,1568,149,26,0,1,3,45.27,37.92,3.83
11,72,2880,1568,149,26,0,1,3,45.27,37.92,3.83
12,72,2880,1568,149,26,0,1,3,45.27,37.92,3.84
13,72,2880,1568,149,26,0,1,3,45.27,37.92,3.84
14,72,2880,1568,149,26,0,1,3,45.27,37.92,3.84
15,72,2880,1568,149,26,0,1,3,45.27,37.92,3.85
16,72,2880,1568,149,26,0,1,3,45.27,37.92,3.85
17,72,2880,1568,149,26,0,1,3,45.27,37.92,3.85
18,72,2880,1568,149,26,0,1,3,45.27,37.92,3.85
19,72,2880,1568,149,26,0,1,3,45.27,37.92,3.86
20,72,2880,1568,149,26,0,1,3,45.27,37.92,3.86
21,72,2880,1568,149,26,0,1,3,45.27,37.92,3.86
22,72,2880,1568,149,26,0,1,3,45.27,37.92,3.86
23,72,2880,1568,149,26,0,1,3,45.27,37.92,3.86
24,72,2880,1568,149,26,0,1,3,45.27,37.92,3.87
25,72,2880,1568,149,26,0,1,3,45.27,37.92,3.87
26,72,2880,1568,149,26,0,1,3,45.27,37.92,3.87
2,72,2880,1568,149,30,0,0,1,35.72,24.41,3.64
3,72,2880,1568,149,30,0,0,1,35.72,24.41,3.65
4,72,2880,1568,149,30,0,0,1,35.72,24.41,3.65
5,72,2880,1568,149,30,0,0,1,35.72,24.41,3.66
6,72,2880,1568,149,30,0,0,1,35.72,24.41,3.66
7,72,2880,1568,149,30,0,0,1,35.72,24.41,3.67
8,72,2880,1568,149,30,0,0,1,35.72,24.41,3.67
9,72,2880,1568,149,30,0,0,1,35.72,24.41,3.67
10,72,2880,1568,149,30,0,0,1,35.72,24.41,3.68
11,72,2880,1568,149,30,0,0,1,35.72,24.41,3.68
12,72,2880,1568,149,30,0,0,1,35.72,24.41,3.68
13,72,2880,1568,149,30,0,0,1,35.72,24.41,3.69
14,72,2880,1568,149,30,0,0,1,35.72,24.41,3.69
15,72,2880,1568,149,30,0,0,1,35.72,24.41,3.69
16,72,2880,1568,149,30,0,0,1,35.72,24.41,3.69
17,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
18,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
19,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
20,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
21,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
22,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
23,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
24,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
25,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
26,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
27,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
28,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
29,72,2880,1568,149,30,0,0,1,35.72,24.41,3.7
30,72,2880,1568,149,30,0,0,1,35.72,24.41,3.69
2,72,2880,1568,149,30,0,0,1,48.04,40.5,3.31
3,72,2880,1568,149,30,0,0,1,48.04,40.5,3.31
4,72,2880,1568,149,30,0,0,1,48.04,40.5,3.32
5,72,2880,1568,149,30,0,0,1,48.04,40.5,3.32
6,72,2880,1568,149,30,0,0,1,48.04,40.5,3.32
7,72,2880,1568,149,30,0,0,1,48.04,40.5,3.33
8,72,2880,1568,149,30,0,0,1,48.04,40.5,3.33
9,72,2880,1568,149,30,0,0,1,48.04,40.5,3.33
10,72,2880,1568,149,30,0,0,1,48.04,40.5,3.34
11,72,2880,1568,149,30,0,0,1,48.04,40.5,3.34
12,72,2880,1568,149,30,0,0,1,48.04,40.5,3.34
13,72,2880,1568,149,30,0,0,1,48.04,40.5,3.34
14,72,2880,1568,149,30,0,0,1,48.04,40.5,3.34
15,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
16,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
17,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
18,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
19,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
20,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
21,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
22,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
23,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
24,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
25,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
26,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
27,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
28,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
29,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
30,72,2880,1568,149,30,0,0,1,48.04,40.5,3.35
2,72,2880,1568,149,30,0,0,1,45.27,37.92,3.47
3,72,2880,1568,149,30,0,0,1,45.27,37.92,3.48
4,72,2880,1568,149,30,0,0,1,45.27,37.92,3.48
5,72,2880,1568,149,30,0,0,1,45.27,37.92,3.49
6,72,2880,1568,149,30,0,0,1,45.27,37.92,3.49
7,72,2880,1568,149,30,0,0,1,45.27,37.92,3.5
8,72,2880,1568,149,30,0,0,1,45.27,37.92,3.5
9,72,2880,1568,149,30,0,0,1,45.27,37.92,3.5
10,72,2880,1568,149,30,0,0,1,45.27,37.92,3.51
11,72,2880,1568,149,30,0,0,1,45.27,37.92,3.51
12,72,2880,1568,149,30,0,0,1,45.27,37.92,3.51
13,72,2880,1568,149,30,0,0,1,45.27,37.92,3.52
14,72,2880,1568,149,30,0,0,1,45.27,37.92,3.52
15,72,2880,1568,149,30,0,0,1,45.27,37.92,3.52
16,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
17,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
18,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
19,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
20,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
21,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
22,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
23,72,2880,1568,149,30,0,0,1,45.27,37.92,3.54
24,72,2880,1568,149,30,0,0,1,45.27,37.92,3.54
25,72,2880,1568,149,30,0,0,1,45.27,37.92,3.54
26,72,2880,1568,149,30,0,0,1,45.27,37.92,3.54
27,72,2880,1568,149,30,0,0,1,45.27,37.92,3.54
28,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
29,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
30,72,2880,1568,149,30,0,0,1,45.27,37.92,3.53
2,72,2880,1568,149,30,0,0,2,35.72,24.41,3.65
3,72,2880,1568,149,30,0,0,2,35.72,24.41,3.65
4,72,2880,1568,149,30,0,0,2,35.72,24.41,3.66
5,72,2880,1568,149,30,0,0,2,35.72,24.41,3.66
6,72,2880,1568,149,30,0,0,2,35.72,24.41,3.66
7,72,2880,1568,149,30,0,0,2,35.72,24.41,3.67
8,72,2880,1568,149,30,0,0,2,35.72,24.41,3.67
9,72,2880,1568,149,30,0,0,2,35.72,24.41,3.67
10,72,2880,1568,149,30,0,0,2,35.72,24.41,3.68
11,72,2880,1568,149,30,0,0,2,35.72,24.41,3.68
12,72,2880,1568,149,30,0,0,2,35.72,24.41,3.68
13,72,2880,1568,149,30,0,0,2,35.72,24.41,3.68
14,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
15,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
16,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
17,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
18,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
19,72,2880,1568,149,30,0,0,2,35.72,24.41,3.69
20,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
21,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
22,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
23,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
24,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
25,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
26,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
27,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
28,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
29,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
30,72,2880,1568,149,30,0,0,2,35.72,24.41,3.7
2,72,2880,1568,149,30,0,0,2,48.04,40.5,3.35
3,72,2880,1568,149,30,0,0,2,48.04,40.5,3.35
4,72,2880,1568,149,30,0,0,2,48.04,40.5,3.35
5,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
6,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
7,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
8,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
9,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
10,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
11,72,2880,1568,149,30,0,0,2,48.04,40.5,3.36
12,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
13,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
14,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
15,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
16,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
17,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
18,72,2880,1568,149,30,0,0,2,48.04,40.5,3.37
19,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
20,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
21,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
22,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
23,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
24,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
25,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
26,72,2880,1568,149,30,0,0,2,48.04,40.5,3.38
27,72,2880,1568,149,30,0,0,2,48.04,40.5,3.39
28,72,2880,1568,149,30,0,0,2,48.04,40.5,3.39
29,72,2880,1568,149,30,0,0,2,48.04,40.5,3.39
30,72,2880,1568,149,30,0,0,2,48.04,40.5,3.39
2,72,2880,1568,149,30,0,0,2,45.27,37.92,3.49
3,72,2880,1568,149,30,0,0,2,45.27,37.92,3.5
4,72,2880,1568,149,30,0,0,2,45.27,37.92,3.5
5,72,2880,1568,149,30,0,0,2,45.27,37.92,3.51
6,72,2880,1568,149,30,0,0,2,45.27,37.92,3.51
7,72,2880,1568,149,30,0,0,2,45.27,37.92,3.52
8,72,2880,1568,149,30,0,0,2,45.27,37.92,3.52
9,72,2880,1568,149,30,0,0,2,45.27,37.92,3.52
